id,session_time_ms,race_time_ms,filename,soc,drive_torque,steer_angle,status,pos_z,pos_x,yaw,pos_y,error_code
44,0,0,frame_000044.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.700000,0.000,0.003000,999
45,61,0,frame_000045.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.700000,0.000,-0.000090,999
46,115,0,frame_000046.jpg,1.000,0.000,0.000,StartSequence,0.000003,-0.700001,0.000,0.000013,999
47,170,0,frame_000047.jpg,1.000,0.000,0.000,StartSequence,0.000004,-0.700001,0.000,0.000089,999
48,224,0,frame_000048.jpg,1.000,0.000,0.000,StartSequence,0.000004,-0.700001,0.000,0.000337,999
49,279,0,frame_000049.jpg,1.000,0.000,0.000,StartSequence,0.000004,-0.700001,0.000,0.000655,999
50,333,0,frame_000050.jpg,1.000,0.000,0.000,StartSequence,0.000004,-0.700001,0.000,0.000972,999
51,388,0,frame_000051.jpg,1.000,0.000,0.000,StartSequence,0.000004,-0.700001,0.000,0.001268,999
52,442,0,frame_000052.jpg,1.000,0.000,0.000,StartSequence,0.000004,-0.700001,0.000,0.001540,999
53,497,0,frame_000053.jpg,1.000,0.000,0.000,StartSequence,0.000003,-0.700001,0.000,0.001789,999
54,551,0,frame_000054.jpg,1.000,0.000,0.000,StartSequence,0.000003,-0.700001,0.000,0.002016,999
55,606,0,frame_000055.jpg,1.000,0.000,0.000,StartSequence,0.000003,-0.700001,0.000,0.002223,999
56,661,0,frame_000056.jpg,1.000,0.000,0.000,StartSequence,0.000003,-0.700001,0.000,0.002412,999
57,715,0,frame_000057.jpg,1.000,0.000,0.000,StartSequence,0.000002,-0.700001,0.000,0.002583,999
58,770,0,frame_000058.jpg,1.000,0.000,0.000,StartSequence,0.000002,-0.700001,0.000,0.002740,999
59,824,0,frame_000059.jpg,1.000,0.000,0.000,StartSequence,0.000002,-0.700000,0.000,0.002883,999
60,879,0,frame_000060.jpg,1.000,0.000,0.000,StartSequence,0.000002,-0.700000,0.000,0.003013,999
61,933,0,frame_000061.jpg,1.000,0.000,0.000,StartSequence,0.000002,-0.700000,0.000,0.003132,999
62,988,0,frame_000062.jpg,1.000,0.000,0.000,StartSequence,0.000002,-0.700000,0.000,0.003240,999
63,1042,0,frame_000063.jpg,1.000,0.000,0.000,StartSequence,0.000002,-0.700000,0.000,0.003338,999
64,1097,0,frame_000064.jpg,1.000,0.000,0.000,StartSequence,0.000001,-0.700000,0.000,0.003428,999
65,1152,0,frame_000065.jpg,1.000,0.000,0.000,StartSequence,0.000001,-0.699999,0.000,0.003510,999
66,1206,0,frame_000066.jpg,1.000,0.000,0.000,StartSequence,0.000001,-0.699999,0.000,0.003585,999
67,1261,0,frame_000067.jpg,1.000,0.000,0.000,StartSequence,0.000001,-0.699999,0.000,0.003653,999
68,1315,0,frame_000068.jpg,1.000,0.000,0.000,StartSequence,0.000001,-0.699999,0.000,0.003714,999
69,1370,0,frame_000069.jpg,1.000,0.000,0.000,StartSequence,0.000001,-0.699999,0.000,0.003771,999
70,1424,0,frame_000070.jpg,1.000,0.000,0.000,StartSequence,0.000001,-0.699999,0.000,0.003822,999
71,1479,0,frame_000071.jpg,1.000,0.000,0.000,StartSequence,0.000001,-0.699998,0.000,0.003869,999
72,1533,0,frame_000072.jpg,1.000,0.000,0.000,StartSequence,0.000001,-0.699998,0.000,0.003912,999
73,1588,0,frame_000073.jpg,1.000,0.000,0.000,StartSequence,0.000001,-0.699998,0.000,0.003951,999
74,1642,0,frame_000074.jpg,1.000,0.000,0.000,StartSequence,0.000001,-0.699998,0.000,0.003986,999
75,1697,0,frame_000075.jpg,1.000,0.000,0.000,StartSequence,0.000001,-0.699998,0.000,0.004019,999
76,1752,0,frame_000076.jpg,1.000,0.000,0.000,StartSequence,0.000001,-0.699998,0.000,0.004048,999
77,1806,0,frame_000077.jpg,1.000,0.000,0.000,StartSequence,0.000001,-0.699998,0.000,0.004075,999
78,1861,0,frame_000078.jpg,1.000,0.000,0.000,StartSequence,0.000001,-0.699998,0.000,0.004100,999
79,1915,0,frame_000079.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.699998,0.000,0.004122,999
80,1970,0,frame_000080.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.699998,0.000,0.004142,999
81,2024,0,frame_000081.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.699998,0.000,0.004161,999
82,2079,0,frame_000082.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.699998,0.000,0.004178,999
83,2133,0,frame_000083.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.699998,0.000,0.004193,999
84,2188,0,frame_000084.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.699998,0.000,0.004207,999
85,2242,0,frame_000085.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.699998,0.000,0.004220,999
86,2297,0,frame_000086.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.699998,0.000,0.004232,999
87,2351,0,frame_000087.jpg,1.000,0.000,0.000,StartSequence,0.000000,-0.699998,0.000,0.004242,999
