id,session_time_ms,race_time_ms,filename,soc,drive_torque,steer_angle,status,pos_z,pos_x,yaw,pos_y,error_code
43,0,0,frame_000043.jpg,1.0,0.0,-0.0,StartSequence,0.0,-0.7,-0.0,0.002667,999
44,55,0,frame_000044.jpg,1.0,0.0,-0.0,StartSequence,0.0,-0.7,-0.0,-7.1e-05,999
45,109,0,frame_000045.jpg,1.0,0.0,-0.0,StartSequence,3e-06,-0.700001,-0.0,1e-05,999
46,164,0,frame_000046.jpg,1.0,0.0,-0.0,StartSequence,4e-06,-0.700001,-0.0,8.7e-05,999
47,218,0,frame_000047.jpg,1.0,0.0,-0.0,StartSequence,4e-06,-0.700001,-0.0,0.000333,999
48,273,0,frame_000048.jpg,1.0,0.0,-0.0,StartSequence,4e-06,-0.700001,-0.0,0.000651,999
49,327,0,frame_000049.jpg,1.0,0.0,-0.0,StartSequence,4e-06,-0.700001,-0.0,0.000968,999
50,382,0,frame_000050.jpg,1.0,0.0,-0.0,StartSequence,4e-06,-0.700001,-0.0,0.001264,999
51,436,0,frame_000051.jpg,1.0,0.0,-0.0,StartSequence,4e-06,-0.700001,-0.0,0.001537,999
52,491,0,frame_000052.jpg,1.0,0.0,-0.0,StartSequence,3e-06,-0.700001,-0.0,0.001786,999
53,545,0,frame_000053.jpg,1.0,0.0,-0.0,StartSequence,3e-06,-0.700001,-0.0,0.002013,999
54,600,0,frame_000054.jpg,1.0,0.0,-0.0,StartSequence,3e-06,-0.700001,-0.0,0.002221,999
55,655,0,frame_000055.jpg,1.0,0.0,-0.0,StartSequence,3e-06,-0.700001,-0.0,0.002409,999
56,709,0,frame_000056.jpg,1.0,0.0,-0.0,StartSequence,2e-06,-0.700001,-0.0,0.002581,999
57,764,0,frame_000057.jpg,1.0,0.0,-0.0,StartSequence,2e-06,-0.7,-0.0,0.002738,999
58,818,0,frame_000058.jpg,1.0,0.0,-0.0,StartSequence,2e-06,-0.7,-0.0,0.002881,999
59,873,0,frame_000059.jpg,1.0,0.0,-0.0,StartSequence,2e-06,-0.7,-0.0,0.003012,999
60,927,0,frame_000060.jpg,1.0,0.0,-0.0,StartSequence,2e-06,-0.7,-0.0,0.00313,999
61,982,0,frame_000061.jpg,1.0,0.0,-0.0,StartSequence,2e-06,-0.7,-0.0,0.003238,999
62,1036,0,frame_000062.jpg,1.0,0.0,-0.0,StartSequence,2e-06,-0.7,-0.0,0.003337,999
