epoch,train_loss,train_torque_loss,train_steer_loss,val_loss,val_torque_loss,val_steer_loss,learning_rate,is_best,timestamp
1,5.024253459332825,4.345287636502997,5.70321923494339,0.15430836118273922,0.1038294644518332,0.20478726042942566,0.0001,True,2025-12-27T15:52:12.551149
2,0.2565407351433457,0.24263785044094185,0.2704436184910985,0.10909241916877883,0.09066017809045779,0.12752465961815476,0.0001,True,2025-12-27T15:53:07.113824
3,0.13656393496634125,0.12557374239693603,0.1475541280074553,0.09823774052904798,0.08189464316933186,0.1145808370662974,0.0001,True,2025-12-27T15:53:59.424176
4,0.1142139287496155,0.10186646123380437,0.12656139507405945,0.08507779211579979,0.07578667238741726,0.09436891397291963,0.0001,True,2025-12-27T15:54:54.787664
5,0.10488613465099365,0.09258068926245361,0.11719157922916211,0.0870863206007264,0.07900809467612922,0.09516454671884512,0.0001,False,2025-12-27T15:55:49.109123
6,0.09715103488657381,0.08648764650494635,0.10781442204659636,0.08554884109210659,0.08346145469453428,0.08763622569960433,0.0001,False,2025-12-27T15:56:42.308667
7,0.09235197506457954,0.08116870020915355,0.10353525024052564,0.08767652913153946,0.08446855852743249,0.09088449954212487,0.0001,False,2025-12-27T15:57:40.941927
8,0.08989277258273456,0.07897319443306172,0.1008123510892128,0.07912884797755775,0.07153503047665219,0.08672266506722995,0.0001,True,2025-12-27T15:59:02.297316
9,0.10130528181597784,0.07695562802497055,0.1256549349659449,0.12829884557754961,0.09734770824963396,0.15924998488906142,0.0001,False,2025-12-27T16:00:17.747773
10,0.12702231976360856,0.10984516682030705,0.1441994741220366,0.08657997730490449,0.07604026987955168,0.09711968487539849,0.0001,False,2025-12-27T16:01:04.774550
11,0.09104767950953215,0.07990823993338393,0.10218711909777545,0.08250382344250555,0.07150376573592038,0.0935038798912005,0.0001,False,2025-12-27T16:01:55.526915
12,0.08528370839579925,0.07508423937448337,0.09548317736571098,0.07920343477230568,0.07576700387062965,0.08263986639968761,0.0001,False,2025-12-27T16:02:45.568994
13,0.08782888145802857,0.08122663850013118,0.0944311244219735,0.07722053662329526,0.06910288116181051,0.08533819252020353,0.0001,True,2025-12-27T16:03:35.920263
14,0.08878852300007235,0.07622172414966218,0.10135532163277075,0.07658338517724693,0.07141819243113716,0.08174857932638813,0.0001,True,2025-12-27T16:04:27.225754
15,0.08280857560503019,0.07307229169898412,0.09254485984369144,0.07150078453607374,0.06428680668113293,0.07871476272967728,0.0001,True,2025-12-27T16:05:19.815162
16,0.08122129429905832,0.07155641871081157,0.09088616986311489,0.07421186242204209,0.06322529691864144,0.08519842819153488,0.0001,False,2025-12-27T16:06:11.346048
17,0.08270762104831346,0.0731105131713988,0.09230472801809574,0.07568732784553008,0.06281844134648125,0.08855621342535143,0.0001,False,2025-12-27T16:07:04.247469
18,0.08093570245357302,0.07137824299249362,0.09049316201746077,0.07219512809019585,0.06336934327498658,0.08102091266350313,0.0001,False,2025-12-27T16:07:55.261012
19,0.08023062729361383,0.07151666382182535,0.08894459062630868,0.07508133240527921,0.06526729974944095,0.08489536440798215,0.0001,False,2025-12-27T16:08:48.222057
20,0.07984636130125879,0.07043511510596841,0.08925760736955064,0.07408983763549234,0.06480990447007216,0.0833697710428145,0.0001,False,2025-12-27T16:09:38.031693
21,0.0788928572959327,0.06952722765529504,0.08825848758365813,0.07188896825174232,0.06183522501839446,0.08194271090452547,0.0001,False,2025-12-27T16:10:29.944772
22,0.07922429004805041,0.06997533976523714,0.08847324107471224,0.07279473906020065,0.05974503867811971,0.08584443958742279,0.0001,False,2025-12-27T16:11:20.911571
23,0.07793250776730574,0.06995666456445084,0.08590835095806555,0.0706078214691831,0.06347557232267671,0.07774007005931495,0.0001,True,2025-12-27T16:12:13.772077
24,0.07726450373309773,0.06795663728874612,0.08657236951221893,0.07439178547688893,0.06338238827400393,0.0854011820992092,0.0001,False,2025-12-27T16:13:05.487849
25,0.0772313592326525,0.0691440539410362,0.08531866376227759,0.07059919626101271,0.06477331679749798,0.07642507427311562,0.0001,True,2025-12-27T16:13:56.866846
26,0.07806411749598655,0.0695867070069464,0.08654152716860755,0.07104358285084947,0.06687218541061724,0.0752149803636523,0.0001,False,2025-12-27T16:14:49.948365
27,0.0780557304403031,0.06925268058798142,0.08685877947015809,0.07008524548697781,0.06241174414753914,0.07775874731022042,0.0001,True,2025-12-27T16:15:41.743146
28,0.07816449354414816,0.06936261729736413,0.08696636920431991,0.0707048342212454,0.062176422881228585,0.07923324410985043,0.0001,False,2025-12-27T16:16:33.975496
29,0.07729293410847714,0.06945216384800998,0.08513370424799331,0.07462825331014472,0.07148036941305383,0.07777613740075719,0.0001,False,2025-12-27T16:17:26.653938
30,0.07581020078875801,0.06750045960478775,0.08411994147078171,0.06888823738539374,0.06488104297646455,0.07289543157661116,0.0001,True,2025-12-27T16:18:19.822604
31,0.07481342892755162,0.06723228835367731,0.08239456951956857,0.07237231828175582,0.06012382810669286,0.08462080910995409,0.0001,False,2025-12-27T16:19:12.904779
32,0.07501714894330347,0.06683796624858658,0.08319633178316153,0.06896366396701181,0.06004140944546693,0.07788591793218216,0.0001,False,2025-12-27T16:20:06.624601
33,0.07401756641104237,0.06587230555060042,0.08216282747710099,0.07337369305359853,0.061010562246302504,0.08573682446564947,0.0001,False,2025-12-27T16:20:54.992050
34,0.07329550237914959,0.0653974321404738,0.08119357226101996,0.075762776295086,0.05991589602131348,0.0916096560366742,0.0001,False,2025-12-27T16:21:46.123578
35,0.07352340303651698,0.06525984073251292,0.08178696488695485,0.0705946869664378,0.06345656117448559,0.07773281333895472,0.0001,False,2025-12-27T16:22:31.634744
36,0.07344724885006616,0.06585601381594677,0.08103848406561202,0.0672918421688018,0.059692381094996035,0.07489130263785262,0.0001,True,2025-12-27T16:23:22.709027
37,0.07344043401202985,0.06579095190511895,0.08108991650598389,0.07732604071497917,0.06250284154984084,0.09214923956564494,0.0001,False,2025-12-27T16:24:14.554364
38,0.07239285786333796,0.06394583051540441,0.08083988550760142,0.06679420889198005,0.05963377606172066,0.07395464247213555,0.0001,True,2025-12-27T16:25:07.401816
39,0.07339085701417614,0.065357534124141,0.08142417951112056,0.06902007802159756,0.06148809092965993,0.07655206535543714,0.0001,False,2025-12-27T16:25:59.644747
40,0.07177256860516289,0.06348257684209324,0.08006256055570656,0.07006783004511487,0.06679202722651618,0.07334363208962726,0.0001,False,2025-12-27T16:26:52.982736
41,0.07184936841586967,0.06367943830812325,0.08001929912232346,0.06916109825690071,0.05986020948689479,0.07846198632539093,0.0001,False,2025-12-27T16:27:45.268277
42,0.07143840545715836,0.06302822611669635,0.07984858469481206,0.06660776087022446,0.06288820023757297,0.07032732196248971,0.0001,True,2025-12-27T16:28:41.493637
43,0.06978870928287506,0.06258565566030802,0.07699176223114036,0.06536150491469866,0.058301402183322165,0.07242160718646143,0.0001,True,2025-12-27T16:29:32.747829
44,0.06975220948119056,0.062123724979094484,0.07738069417076064,0.06952430830373392,0.05947893178211404,0.07956968538172833,0.0001,False,2025-12-27T16:30:23.309733
45,0.06970220090603674,0.061255940405482594,0.07814846179968157,0.0681654273157383,0.06297445836682598,0.07335639686940552,0.0001,False,2025-12-27T16:31:14.775080
46,0.07014963329564054,0.06225455297737733,0.07804471327221722,0.06624025735375169,0.05961810199955067,0.07286241389327235,0.0001,False,2025-12-27T16:32:08.140295
