id,session_time_ms,race_time_ms,filename,soc,drive_torque,steer_angle,status,pos_z,pos_x,yaw,pos_y,error_code
44,0,0,frame_000044.jpg,1.0,0.0,-0.0,StartSequence,0.0,-0.7,-0.0,0.001976,999
45,55,0,frame_000045.jpg,1.0,0.0,-0.0,StartSequence,0.0,-0.7,-0.0,-6.8e-05,999
46,109,0,frame_000046.jpg,1.0,0.0,-0.0,StartSequence,3e-06,-0.700001,-0.0,4.4e-05,999
47,164,0,frame_000047.jpg,1.0,0.0,-0.0,StartSequence,4e-06,-0.700001,-0.0,0.000114,999
48,218,0,frame_000048.jpg,1.0,0.0,-0.0,StartSequence,4e-06,-0.700001,-0.0,0.000382,999
49,273,0,frame_000049.jpg,1.0,0.0,-0.0,StartSequence,4e-06,-0.700001,-0.0,0.000702,999
50,327,0,frame_000050.jpg,1.0,0.0,-0.0,StartSequence,4e-06,-0.700001,-0.0,0.001016,999
51,382,0,frame_000051.jpg,1.0,0.0,-0.0,StartSequence,4e-06,-0.700001,-0.0,0.001309,999
52,436,0,frame_000052.jpg,1.0,0.0,-0.0,StartSequence,3e-06,-0.700001,-0.0,0.001578,999
53,491,0,frame_000053.jpg,1.0,0.0,-0.0,StartSequence,3e-06,-0.700001,-0.0,0.001823,999
54,545,0,frame_000054.jpg,1.0,0.0,-0.0,StartSequence,3e-06,-0.700001,-0.0,0.002047,999
55,600,0,frame_000055.jpg,1.0,0.0,-0.0,StartSequence,3e-06,-0.700001,-0.0,0.002251,999
56,655,0,frame_000056.jpg,1.0,0.0,-0.0,StartSequence,3e-06,-0.700001,-0.0,0.002437,999
57,709,0,frame_000057.jpg,1.0,0.0,-0.0,StartSequence,2e-06,-0.700001,-0.0,0.002607,999
58,764,0,frame_000058.jpg,1.0,0.0,-0.0,StartSequence,2e-06,-0.7,-0.0,0.002762,999
59,818,0,frame_000059.jpg,1.0,0.0,-0.0,StartSequence,2e-06,-0.7,-0.0,0.002902,999
60,873,0,frame_000060.jpg,1.0,0.0,-0.0,StartSequence,2e-06,-0.7,-0.0,0.003031,999
61,927,0,frame_000061.jpg,1.0,0.0,-0.0,StartSequence,2e-06,-0.7,-0.0,0.003148,999
62,982,0,frame_000062.jpg,1.0,0.0,-0.0,StartSequence,2e-06,-0.7,-0.0,0.003255,999
63,1036,0,frame_000063.jpg,1.0,0.0,-0.0,StartSequence,1e-06,-0.7,-0.0,0.003352,999
64,1091,0,frame_000064.jpg,1.0,0.0,-0.0,StartSequence,1e-06,-0.699999,-0.0,0.00344,999
65,1145,0,frame_000065.jpg,1.0,0.0,-0.0,StartSequence,1e-06,-0.699999,-0.0,0.003521,999
66,1200,0,frame_000066.jpg,1.0,0.0,-0.0,StartSequence,1e-06,-0.699999,-0.0,0.003595,999
67,1255,0,frame_000067.jpg,1.0,0.0,-0.0,StartSequence,1e-06,-0.699999,-0.0,0.003662,999
68,1309,0,frame_000068.jpg,1.0,0.0,-0.0,StartSequence,1e-06,-0.699999,-0.0,0.003723,999
69,1364,0,frame_000069.jpg,1.0,0.0,-0.0,StartSequence,1e-06,-0.699999,-0.0,0.003779,999
70,1418,0,frame_000070.jpg,1.0,0.0,-0.0,StartSequence,1e-06,-0.699999,-0.0,0.003829,999
71,1473,0,frame_000071.jpg,1.0,0.0,-0.0,StartSequence,1e-06,-0.699998,-0.0,0.003876,999
72,1527,0,frame_000072.jpg,1.0,0.0,-0.0,StartSequence,1e-06,-0.699998,-0.0,0.003918,999
73,1582,0,frame_000073.jpg,1.0,0.0,-0.0,StartSequence,1e-06,-0.699998,-0.0,0.003956,999
74,1636,0,frame_000074.jpg,1.0,0.0,-0.0,StartSequence,1e-06,-0.699998,-0.0,0.003991,999
75,1691,0,frame_000075.jpg,1.0,0.0,-0.0,StartSequence,1e-06,-0.699998,-0.0,0.004023,999
76,1745,0,frame_000076.jpg,1.0,0.0,-0.0,StartSequence,1e-06,-0.699998,-0.0,0.004052,999
77,1800,0,frame_000077.jpg,1.0,0.0,-0.0,StartSequence,1e-06,-0.699998,-0.0,0.004079,999
78,1855,0,frame_000078.jpg,1.0,0.0,-0.0,StartSequence,1e-06,-0.699998,-0.0,0.004103,999
79,1909,0,frame_000079.jpg,1.0,0.0,-0.0,StartSequence,0.0,-0.699998,-0.0,0.004125,999
80,1964,0,frame_000080.jpg,1.0,0.0,-0.0,StartSequence,0.0,-0.699998,-0.0,0.004145,999
81,2018,0,frame_000081.jpg,1.0,0.0,-0.0,StartSequence,0.0,-0.699998,-0.0,0.004163,999
82,2073,0,frame_000082.jpg,1.0,0.0,-0.0,StartSequence,0.0,-0.699998,-0.0,0.00418,999
83,2127,0,frame_000083.jpg,1.0,0.0,-0.0,StartSequence,0.0,-0.699998,-0.0,0.004195,999
84,2182,0,frame_000084.jpg,1.0,0.0,-0.0,StartSequence,0.0,-0.699998,-0.0,0.004209,999
85,2236,0,frame_000085.jpg,1.0,0.0,-0.0,StartSequence,0.0,-0.699998,-0.0,0.004222,999
86,2291,0,frame_000086.jpg,1.0,0.0,-0.0,StartSequence,0.0,-0.699998,-0.0,0.004233,999
87,2345,0,frame_000087.jpg,1.0,0.0,-0.0,StartSequence,0.0,-0.699998,-0.0,0.004244,999
88,2400,0,frame_000088.jpg,1.0,0.0,-0.0,StartSequence,0.0,-0.699998,-0.0,0.004253,999
89,2455,0,frame_000089.jpg,1.0,0.0,-0.0,StartSequence,0.0,-0.699998,-0.0,0.004262,999
90,2509,0,frame_000090.jpg,1.0,0.0,-0.0,StartSequence,0.0,-0.699998,-0.0,0.00427,999
91,2564,0,frame_000091.jpg,1.0,0.0,-0.0,StartSequence,0.0,-0.699998,-0.0,0.004277,999
92,2618,0,frame_000092.jpg,1.0,0.0,-0.0,StartSequence,0.0,-0.699998,-0.0,0.004284,999
93,2673,0,frame_000093.jpg,1.0,0.0,-0.0,StartSequence,0.0,-0.699998,-0.0,0.00429,999
94,2727,0,frame_000094.jpg,1.0,0.0,-0.0,StartSequence,0.0,-0.699998,-0.0,0.004295,999
95,2782,0,frame_000095.jpg,1.0,0.0,-0.0,StartSequence,0.0,-0.699998,-0.0,0.0043,999
96,2836,0,frame_000096.jpg,1.0,0.0,-0.0,StartSequence,0.0,-0.699998,-0.0,0.004305,999
97,2891,0,frame_000097.jpg,1.0,0.0,-0.0,StartSequence,0.0,-0.699998,-0.0,0.004309,999
98,2945,0,frame_000098.jpg,1.0,0.0,-0.0,StartSequence,0.0,-0.699998,-0.0,0.004313,999
99,3000,0,frame_000099.jpg,1.0,0.0,-0.0,StartSequence,0.0,-0.699998,-0.0,0.004316,999
100,3054,0,frame_000100.jpg,1.0,0.0,-0.0,StartSequence,0.0,-0.699998,-0.0,0.004319,999
101,3109,0,frame_000101.jpg,1.0,0.0,-0.0,StartSequence,0.0,-0.699998,-0.0,0.004322,999
102,3164,0,frame_000102.jpg,1.0,0.0,-0.0,StartSequence,0.0,-0.699998,-0.0,0.004325,999
103,3218,0,frame_000103.jpg,1.0,0.0,-0.0,StartSequence,0.0,-0.699998,-0.0,0.004327,999
104,3273,0,frame_000104.jpg,1.0,0.0,-0.0,StartSequence,0.0,-0.699998,-0.0,0.004329,999
105,3327,0,frame_000105.jpg,1.0,0.0,-0.0,StartSequence,0.0,-0.699998,-0.0,0.004331,999
106,3382,0,frame_000106.jpg,1.0,0.0,-0.0,StartSequence,0.0,-0.699998,-0.0,0.004333,999
107,3436,0,frame_000107.jpg,1.0,0.0,-0.0,StartSequence,0.0,-0.699998,-0.0,0.004335,999
108,3491,0,frame_000108.jpg,1.0,0.0,-0.0,StartSequence,0.0,-0.699998,-0.0,0.004336,999
109,3545,0,frame_000109.jpg,1.0,0.0,-0.0,StartSequence,0.0,-0.699998,-0.0,0.004337,999
110,3600,0,frame_000110.jpg,1.0,0.0,-0.0,StartSequence,0.0,-0.699998,-0.0,0.004339,999
111,3655,0,frame_000111.jpg,1.0,0.0,-0.0,StartSequence,0.0,-0.699998,-0.0,0.00434,999
112,3709,0,frame_000112.jpg,1.0,0.0,-0.0,StartSequence,0.0,-0.699998,-0.0,0.004341,999
113,3764,0,frame_000113.jpg,1.0,0.0,-0.0,StartSequence,0.0,-0.699998,-0.0,0.004342,999
114,3818,0,frame_000114.jpg,1.0,0.0,-0.0,StartSequence,0.0,-0.699998,-0.0,0.004343,999
115,3873,0,frame_000115.jpg,1.0,0.0,-0.0,StartSequence,0.0,-0.699998,-0.0,0.004343,999
116,3927,0,frame_000116.jpg,1.0,0.0,-0.0,StartSequence,0.0,-0.699998,-0.0,0.004344,999
117,3976,0,frame_000117.jpg,1.0,0.0,-0.0,StartSequence,0.0,-0.699998,-0.0,0.004345,999
118,4030,48,frame_000118.jpg,1.0,0.0,-0.0,Lap0,0.0,-0.699998,-0.0,0.004345,999
119,4085,103,frame_000119.jpg,1.0,0.0,-0.0,Lap0,0.0,-0.699998,-0.0,0.004346,999
120,4139,158,frame_000120.jpg,1.0,0.0,-0.0,Lap0,0.0,-0.699998,-0.0,0.004346,999
121,4194,212,frame_000121.jpg,1.0,0.0,-0.0,Lap0,0.0,-0.699998,-0.0,0.004347,999
122,4248,267,frame_000122.jpg,1.0,0.0,-0.0,Lap0,0.0,-0.699998,-0.0,0.004347,999
123,4303,321,frame_000123.jpg,1.0,0.0,-0.0,Lap0,0.0,-0.699998,-0.0,0.004348,999
124,4358,376,frame_000124.jpg,1.0,0.0,-0.0,Lap0,0.0,-0.699998,-0.0,0.004348,999
125,4412,430,frame_000125.jpg,1.0,0.0,-0.0,Lap0,0.0,-0.699998,-0.0,0.004348,999
126,4467,485,frame_000126.jpg,1.0,0.0,-0.0,Lap0,0.0,-0.699998,-0.0,0.004349,999
127,4521,539,frame_000127.jpg,1.0,0.0,-0.0,Lap0,0.0,-0.699998,-0.0,0.004349,999
128,4576,594,frame_000128.jpg,1.0,0.0,-0.0,Lap0,0.0,-0.699998,-0.0,0.004349,999
129,4630,648,frame_000129.jpg,1.0,0.0,-0.0,Lap0,0.0,-0.699998,-0.0,0.004349,999
130,4685,703,frame_000130.jpg,1.0,0.157,0.048,Lap0,0.0,-0.699998,-0.0,0.004349,999
131,4739,758,frame_000131.jpg,1.0,0.196,0.06,Lap0,0.0059,-0.700068,0.02,0.00435,999
132,4794,812,frame_000132.jpg,1.0,0.202,0.062,Lap0,0.00897,-0.700134,0.076,0.00435,999
133,4848,867,frame_000133.jpg,1.0,0.072,0.064,Lap0,0.020442,-0.70045,0.204,0.00435,999
134,4903,921,frame_000134.jpg,1.0,0.051,0.064,Lap0,0.028976,-0.700729,0.39,0.00435,999
135,4958,976,frame_000135.jpg,1.0,0.046,0.064,Lap0,0.035478,-0.700975,0.516,0.00435,999
136,5012,1030,frame_000136.jpg,1.0,0.034,0.026,Lap0,0.037854,-0.701041,0.558,0.00435,999
137,5067,1085,frame_000137.jpg,1.0,0.061,0.057,Lap0,0.042686,-0.701087,0.581,0.00435,999
138,5121,1139,frame_000138.jpg,1.0,0.027,0.074,Lap0,0.041976,-0.701137,0.613,0.004351,999
139,5176,1194,frame_000139.jpg,1.0,0.019,0.078,Lap0,0.043685,-0.70118,0.639,0.004351,999
140,5230,1248,frame_000140.jpg,1.0,0.002,0.065,Lap0,0.046313,-0.701212,0.664,0.004351,999
141,5285,1303,frame_000141.jpg,1.0,-0.032,0.078,Lap0,0.044693,-0.701257,0.692,0.004351,999
142,5339,1358,frame_000142.jpg,1.0,-0.032,0.078,Lap0,0.047297,-0.701281,0.71,0.004351,999
143,5394,1412,frame_000143.jpg,1.0,-0.074,0.105,Lap0,0.048393,-0.70131,0.728,0.004351,999
144,5448,1467,frame_000144.jpg,1.0,-0.166,0.14,Lap0,0.047722,-0.701409,0.767,0.004351,999
145,5503,1521,frame_000145.jpg,1.0,-0.151,0.131,Lap0,0.048692,-0.701402,0.814,0.004351,999
146,5558,1576,frame_000146.jpg,1.0,-0.151,0.131,Lap0,0.043512,-0.701025,0.65,0.004351,999
147,5612,1630,frame_000147.jpg,1.0,-0.14,0.119,Lap0,0.033344,-0.700529,0.448,0.004351,999
148,5667,1685,frame_000148.jpg,1.0,0.151,0.067,Lap0,0.024705,-0.700078,0.142,0.004351,999
149,5721,1739,frame_000149.jpg,1.0,0.151,0.067,Lap0,0.026697,-0.700089,0.031,0.004351,999
150,5776,1794,frame_000150.jpg,1.0,0.031,0.131,Lap0,0.029698,-0.700197,0.078,0.004351,999
151,5830,1848,frame_000151.jpg,1.0,0.044,0.097,Lap0,0.033052,-0.700236,0.151,0.004351,999
152,5885,1903,frame_000152.jpg,1.0,0.038,0.084,Lap0,0.031852,-0.700335,0.212,0.004351,999
153,5939,1958,frame_000153.jpg,1.0,0.038,0.083,Lap0,0.034704,-0.700339,0.248,0.004351,999
154,5994,2012,frame_000154.jpg,1.0,0.046,0.043,Lap0,0.035946,-0.700365,0.278,0.004351,999
155,6048,2067,frame_000155.jpg,1.0,0.056,0.025,Lap0,0.034685,-0.700396,0.298,0.004351,999
156,6103,2121,frame_000156.jpg,1.0,0.056,0.025,Lap0,0.038144,-0.7004,0.309,0.004351,999
157,6158,2176,frame_000157.jpg,1.0,0.07,0.011,Lap0,0.037928,-0.700411,0.318,0.004351,999
158,6212,2230,frame_000158.jpg,1.0,0.039,0.022,Lap0,0.037715,-0.700419,0.324,0.004351,999
159,6267,2285,frame_000159.jpg,1.0,0.044,0.002,Lap0,0.04093,-0.700429,0.327,0.004351,999
160,6321,2339,frame_000160.jpg,1.0,0.044,0.002,Lap0,0.039281,-0.700424,0.327,0.004351,999
161,6376,2394,frame_000161.jpg,1.0,0.078,0.013,Lap0,0.040424,-0.700435,0.329,0.004351,999
162,6430,2448,frame_000162.jpg,1.0,0.029,0.005,Lap0,0.042426,-0.700444,0.331,0.004351,999
163,6485,2503,frame_000163.jpg,1.0,0.029,0.005,Lap0,0.039074,-0.700429,0.332,0.004351,999
164,6539,2558,frame_000164.jpg,1.0,0.021,-0.0,Lap0,0.040722,-0.700436,0.331,0.004351,999
165,6594,2612,frame_000165.jpg,1.0,0.014,0.014,Lap0,0.04126,-0.700437,0.329,0.004351,999
166,6648,2667,frame_000166.jpg,1.0,0.008,0.002,Lap0,0.039576,-0.700435,0.331,0.004351,999
167,6703,2721,frame_000167.jpg,1.0,0.006,-0.001,Lap0,0.042789,-0.700446,0.329,0.004351,999
168,6758,2776,frame_000168.jpg,1.0,0.006,0.041,Lap0,0.042432,-0.700445,0.326,0.004351,999
169,6812,2830,frame_000169.jpg,1.0,0.006,0.02,Lap0,0.042278,-0.700462,0.332,0.004351,999
170,6867,2885,frame_000170.jpg,1.0,0.021,0.009,Lap0,0.045627,-0.70047,0.338,0.004351,999
